epoch,train_loss
207,6639424.688
208,2648433.568
209,1706759.976
210,1416407.624
211,1364853.936
212,1415069.904
213,1276228.444
214,1414731.54
215,1547102.756
216,1434695.544
217,1441356.984
218,1233326.592
219,1213945.376
220,1144415.308
221,1155459.528
222,1219521.388
223,1136576.724
224,1111827.416
225,1074706.976
226,1073215.5
227,1056057.152
228,1038304.776
229,1026366.292
230,1028930.812
231,1050343.268
232,1063630.86
233,1199249.62
234,1062998.2
235,1004001.868
236,994543.88
237,947349.292
238,932316.56
239,942099.388
240,958381.196
241,947039.732
242,942602.256
243,942418.244
244,948562.876
245,922744.82
246,904767.64
247,894481.176
248,892415.744
249,878097.292
250,886285.736
251,877215.784
252,869139.364
253,879679.54
254,906232.864
255,877604.5
256,876992.56
257,873226.52
258,989991.652
259,1000728.452
260,913572.468
261,868894.144
262,876407.868
263,860376.576
264,851455.592
265,848989.712
266,865853.176
267,1052117.756
268,1247193.252
269,947212.016
270,843507.404
271,932147.536
272,1673677.816
273,1435967.268
274,1089545.332
275,888775.316
276,965992.016
277,840685.28
278,825119.576
279,803856.82
280,1068104.436
281,1325032.652
282,2965874.74
283,5343869.16
284,4285360.296
285,3010357.352
286,1440794.164
287,1258508.832
288,899206.632
289,986808.164
290,1010773.9
291,911122.92
292,781204.78
293,841133.276
294,1084969.54
295,964722.36
296,1667151.704
297,3141707.552
298,1719271.1
299,2074831.184
300,3120757.848
301,2469118.584
302,1252551.612
303,997658.068
304,879480.848
305,783194.204
306,788643.168
307,779473.196
308,750263.004
309,735141.44
310,706590.904
311,709374.476
312,718651.06
313,681283.532
314,688954.388
315,689695.184
316,688412.728
317,710606.676
318,739464.792
319,714016.312
320,687051.088
321,697780.536
322,685979.408
323,731623.832
324,829202.608
325,695936.74
326,677559.596
327,691595.976
328,666851.816
329,669066.012
330,685398.836
331,665036.264
332,668567.32
333,658892.056
334,683620.592
335,661216.752
336,671902.58
337,667164.148
338,669847.876
339,702747.432
340,715399.464
341,684111.92
342,687125.66
343,686356.16
344,830611.72
345,881402.532
346,714312.74
347,680393.68
348,665533.716
349,670702.316
350,728327.832
351,815223.012
352,916163.888
353,1182595.252
354,2361353.228
355,2039258.988
356,1182050.848
357,822965.516
358,781352.996
359,985960.072
360,1435841.232
361,899503.74
362,853256.856
363,780844.092
364,833635.808
365,737384.756
366,732023.184
367,740639.412
368,758938.352
369,644658.244
370,649121.08
371,712215.592
372,640536.604
373,625520.296
374,633327.334
375,607648.42
376,619731.216
377,652676.114
378,676582.588
379,633755.604
380,606165.232
381,593241.542
382,589845.276
383,598567.626
384,578864.216
385,590445.772
386,581939.858
387,583961.904
388,575336.172
389,577550.558
390,580812.55
391,568014.794
392,563452.504
393,552762.06
394,557688.554
395,611672.116
396,611966.752
397,582406.55
398,544625.806
399,529965.69
400,509728.844
401,518943.05
402,513023.262
403,542693.546
404,509810.362
405,530409.988
406,713945.348
407,563377.64
408,538383.794
409,545175.766
410,514130.376
411,504762.72
412,547175.36
413,534195.322
414,515491.758
415,487349.094
416,487881.27
417,492432.162
418,497692.728
419,490963.552
420,644670.518
421,540440.418
422,535049.06
423,708420.49
424,866476.88
425,601611.924
426,563235.238
427,515466.752
428,491377.86
429,511644.568
430,536514.824
431,752324.646
432,2179207.88
433,2279294.884
434,1719597.976
435,1405954.816
436,770024.086
437,578514.684
438,568292.658
439,507522.176
440,473205.104
441,467851.52
442,448274.938
443,445631.176
444,444184.384
445,447283.082
446,454813.782
447,561884.638
448,508166.94
449,462620.086
450,460864.062
451,478793.398
452,475790.264
453,466738.212
454,478396.39
455,460385.192
456,532129.698
457,559472.652
458,434771.732
459,452455.764
460,451629.75
461,419917.106
462,425201.202
463,422163.12
464,417906.544
465,422578.012
466,431179.916
467,453746.934
468,592228.474
469,541466.894
470,765112.34
471,829137.482
472,785588.58
473,1377094.29
474,1137549.02
475,657176.178
476,610734.87
477,894212.918
478,2509764.268
479,3102024.04
480,2805581.896
481,1595977.048
482,1596740.632
483,973034.628
484,610594.288
485,489607.12
486,465001.456
487,462336.3
488,440032.106
489,413529.632
490,404636.588
491,396902.472
492,403744.054
493,411203.052
494,396155.764
495,415450.102
496,416498.16
497,393673.754
498,393516.886
499,406424.264
500,415160.186
501,401402.808
502,393046.908
503,402746.324
504,408965.138
505,386912.786
506,381590.294
507,385472.324
508,385817.56
509,402600.33
510,391125.0
511,368657.514
512,378880.622
513,369461.662
514,382449.476
515,385308.082
516,375716.238
517,373979.318
518,387133.066
519,378855.61
520,376519.836
521,370268.896
522,381379.47
523,383911.052
524,386373.114
525,409244.486
526,421913.842
527,397799.186
528,383462.092
529,382904.602
530,364291.056
531,373931.958
532,369180.786
533,385715.64
534,444927.164
535,401379.384
536,394020.662
537,373459.454
538,390500.456
539,393181.419
540,423581.39
541,404193.106
542,428787.404
543,457746.708
544,448654.324
545,392545.596
546,362653.089
547,456158.456
548,530464.682
549,1592121.652
550,2319515.016
551,1137927.192
552,1886058.106
553,1186120.408
554,462161.78
555,383445.874
556,369546.328
557,362513.63
558,357048.706
559,346245.651
560,357323.825
561,360007.074
562,353788.275
563,358334.076
564,366710.624
565,357647.262
566,338457.396
567,344268.876
568,347001.796
569,343411.695
570,339890.592
571,338601.608
572,339269.512
573,345880.896
574,342348.114
575,342119.06
576,344190.854
577,345627.206
578,348247.606
579,345686.384
580,346077.738
581,333219.154
582,345092.083
583,342875.899
584,355386.89
585,337601.481
586,333258.903
587,331344.602
588,333811.835
589,346149.097
590,365246.936
591,358200.594
592,354911.832
593,372968.219
594,376106.874
595,350893.234
596,350865.589
597,333375.645
598,323916.756
599,331935.406
600,329859.366
601,325118.684
602,325963.155
603,324598.796
604,334480.024
605,327060.879
606,321168.585
607,322949.673
608,320752.133
609,320655.338
610,323577.763
611,327523.188
612,358771.945
613,489906.597
614,474569.386
615,384275.128
616,391134.376
617,475547.138
618,364450.434
619,333756.476
620,387218.677
621,388045.158
622,358809.698
623,339082.759
624,315175.309
625,304322.182
626,304252.581
627,313344.87
628,313020.889
629,309875.252
630,303896.933
631,311940.475
632,305985.619
633,300475.512
634,302269.613
635,304041.071
636,313336.407
637,307851.486
638,324747.365
639,311821.191
640,300360.874
641,297431.783
642,296267.765
643,293668.608
644,296302.774
645,289842.368
646,290326.597
647,293855.178
648,284152.735
649,298758.558
650,287189.796
651,293252.988
652,296249.737
653,293140.894
654,293228.237
655,282459.744
656,288358.612
657,294720.933
658,320019.996
659,298793.531
660,297326.265
661,290514.785
662,284297.559
663,280148.706
664,290565.672
665,290738.481
666,287716.454
667,282895.188
668,286438.098
669,277468.028
670,278914.608
671,282200.607
672,284726.622
673,277059.642
674,291777.036
675,299140.574
676,348874.026
677,319640.547
678,322766.852
679,314832.234
680,285353.172
681,294936.678
682,292679.79
683,279641.531
684,274922.722
685,278429.739
686,274514.123
687,276049.148
688,273128.021
689,278662.812
690,278541.05
691,282688.156
692,284691.497
693,277802.402
694,272440.676
695,279078.837
696,273014.777
697,279006.011
698,272059.862
699,285598.664
700,281501.228
701,283163.725
702,289033.373
703,301622.718
704,279718.178
705,269798.723
706,289952.381
707,305381.817
708,282464.97
709,278846.524
710,312172.626
711,284186.976
712,264052.52
713,261484.004
714,259170.152
715,262414.289
716,261665.67
717,278216.897
718,276580.937
719,265378.362
720,264666.213
721,262375.587
722,265363.186
723,272496.466
724,265082.505
725,262481.741
726,262751.531
727,256027.619
728,260496.642
729,265744.162
730,255460.585
731,262722.059
732,268044.1635
733,267778.013
734,266061.365
735,264850.804
736,259303.434
737,264663.132
738,256953.418
739,251728.68
740,266431.32
741,263028.95
742,268619.858
743,260762.547
744,261372.123
745,263552.626
746,254984.861
747,250841.035
748,260977.424
749,260924.39
750,260959.073
751,276407.6
752,261793.712
753,254812.034
754,248382.289
755,264680.368
756,268449.16
757,260636.937
758,263338.942
759,250136.15
760,252451.717
761,248933.724
762,254439.086
763,262039.356
764,257323.361
765,269791.659
766,268988.244
767,261686.413
768,268756.068
769,284690.415
770,298610.456
771,277059.12
772,258461.761
773,255341.433
774,258791.108
775,258227.737
776,263900.596
777,258867.479
778,261281.167
779,252693.391
780,245843.281
781,253140.966
782,249421.656
783,249613.597
784,251383.245
785,251673.821
786,251977.896
787,247436.334
788,246904.154
789,243003.6735
790,249357.765
791,250251.408
792,249653.02
793,244784.903
794,242850.721
795,242639.025
796,248179.378
797,246873.021
798,246053.811
799,248303.227
800,248264.647
801,265762.913
802,249365.479
803,247462.059
804,256449.172
805,247549.323
806,240966.265
807,245429.963
808,242406.619
809,249033.021
810,239440.031
811,242932.349
812,250596.058
813,241005.254
814,232497.148
815,240909.045
816,242242.212
817,244543.74
818,248149.159
819,248985.012
820,250326.01
821,252377.696
822,246697.212
823,244265.15
824,247847.023
825,241471.68
826,240906.491
827,242803.289
828,243689.8105
829,237407.689
830,238487.756
831,245073.784
832,241176.344
833,240508.065
834,238992.5365
835,242681.6675
836,241864.983
837,232214.0655
838,245333.524
839,236828.283
840,235539.053
841,239674.6255
842,240054.792
843,237161.082
844,242126.748
845,244003.566
846,246440.021
847,240557.622
848,228596.964
849,235794.796
850,242278.791
851,239131.674
852,237731.78
853,240803.762
854,236748.296
855,237846.515
856,241881.3
857,241119.6635
858,244169.155
859,242167.108
860,236836.59
861,237480.983
862,236890.246
863,230412.407
864,240364.59
865,231273.924
866,231868.609
867,238652.647
868,233044.764
869,229176.898
870,238655.028
871,240136.528
872,237329.131
873,234847.0535
874,239187.36
875,235845.307
876,237218.809
877,237792.472
878,227795.2565
879,238259.584
880,236565.559
881,237815.1585
882,238622.679
883,238393.545
884,231393.479
885,227563.541
886,231414.831
887,239198.108
888,235915.8955
889,235974.099
890,235208.142
891,236542.127
892,231908.94
893,228923.499
894,235191.211
895,237727.815
896,236215.966
897,236911.927
898,236166.4295
899,233907.782
900,229789.596
901,235380.027
902,232522.041
903,232197.29
904,234172.237
905,236913.245
906,235638.826
907,237573.128
908,232592.241
909,235264.375
910,235450.538
911,233317.455
912,235396.343
913,237528.452
914,236605.9
915,228007.656
916,236058.704
917,231867.553
918,226767.018
919,231972.987
920,232156.35
921,236655.177
922,235983.532
923,233519.246
924,228526.197
925,229297.542
926,231195.763
927,236615.815
928,233762.901
929,223406.774
930,237686.365
931,227381.845
932,235782.8885
933,236301.359
934,226959.595
935,235925.363
936,226744.253
937,224541.1945
938,232309.302
939,234237.964
940,236088.975
941,236544.233
942,229743.154
943,235716.087
944,233840.788
945,224815.2695
946,232904.326
947,234266.865
948,231202.7125
949,230655.877
950,232691.027
951,229761.687
952,227580.144
953,227861.816
954,231774.702
955,233350.927
956,230005.575
957,221494.034
958,232348.638
959,225232.667
960,226293.693
961,229966.602
962,235889.376
963,233235.543
964,232517.465
965,235527.3625
966,228790.528
967,231337.8775
968,234661.484
969,232395.836
970,232437.326
971,233890.028
972,232748.825
973,231690.215
974,229229.928
975,230300.489
976,229504.413
977,227027.864
978,221309.424
979,233273.4445
980,230578.041
981,235943.854
982,233875.489
983,232464.707
984,234150.407
985,235243.138
986,232102.547
987,231560.414
988,227622.687
989,227978.244
990,232857.859
991,230577.609
992,234084.192
993,231376.0875
994,225691.755
995,231394.505
996,234655.056
997,235093.666
998,234703.952
999,232609.262
1000,229921.957
